PMID,DOI,PubMed URL,Title,Abstract,Authors,Publication Year,Journal,Publication Types,Language,MeSH Terms,Keywords,Screening Decision,Exclusion Reason,Screening Notes
38310518,10.1556/650.2024.32971,https://pubmed.ncbi.nlm.nih.gov/38310518/,[Online romance scams - report on an old victim with mental disorder].,"Online romance scam is a form of cybercrime that has spread with the advent of social media and dating apps. In this specific form of crime, the perpetrators deceive the victim by imitating a love relationship. We can assume that patients suffering from mental disorders are more vulnerable to this form of cybercrime, but there have been hardly any studies or case reports in this direction so far. Presenting the case of an old female patient, we summarize the characteristics of online romantic scam as well as the possibilities of recognizing victimization and mitigating the consequences. The 70-year-old female patient was admitted to psychiatric ward after a suicide attempt, as she took large amounts of benzodiazepines after a conflict with her husband. In the background of the suicide attempt, online romantic scam and its negative consequences were outlined. In this patient with depressive disorder and mild cognitive impairment, online romantic scam induced erotomanic delusional disorder and suicide attempt. For the first time in the literature, we present the case of a patient with mental disorder, in whom online romantic scam led to the development of delusional disorder of the erotomanic type. Our conclusion is that when treating patients with mental disorders, one should also pay attention to their online activity, since they are at increased risk of becoming victims of online – romantic – scam, especially if other risk factors also present. Orv Hetil. 2024; 165(5): 192–196.",Péter Osváth; Viktor Vörös; Júlia Simon; Edina Hamvas; Tamás Tényi; Nasri Alotti,2024,Orvosi hetilap,Journal Article,hun,Humans; Mental Disorders; Cognitive Dysfunction,case report; delusional disorder – erotomanic type; deluzív zavar – erotomán típus; enyhe kognitív zavar; esetismertetés; mild cognitive impairment; online romance scam; online romantikus csalás,,,
37698782,10.1007/s11357-023-00922-2,https://pubmed.ncbi.nlm.nih.gov/37698782/,Dorsal and ventral fronto-amygdala networks underlie risky decision-making in age-related cognitive decline.,"Older adults often have difficulty in making decisions under uncertainty, increasing the risk of financial exploitation. However, it is still under investigation about the extent to which cognitive decline influences risky decision-making and the underlying neural correlates. We hypothesized that the individual differences of risk-taking behavior depend on cognitive integrity, in which the dorsal and ventral fronto-amygdala connectivity would play dissociable roles. In the current study, thirty-six young and 51 older adults were tested with the Iowa gambling task combing resting-state and task-related functional magnetic resonance imaging. The results showed significant changes in behaviors and the fronto-amygdala network in older adults relative to young adults. More importantly, age-effect on risk-taking behaviors was remarkably different in cognitively normal and impaired older adults. In resting-state analysis, task performance was positively correlated with the ventral fronto-amygdala connectivity and negatively correlated with the dorsal fronto-amygdala connectivity in cognitively impaired older adults, compared with cognitively normal individuals. Furthermore, task-related analysis confirmed the relationships between dorsal/ventral fronto-amygdala network and risk-taking behaviors depending on cognitive integrity. These findings indicate that the fronto-amygdala network is crucial for understanding altered risky decision-making in aging, suggesting dissociable contributions of the dorsal and ventral pathways in the context of cognitive decline.",Ping Ren; Manxiu Ma; Yuchuan Zhuang; Jiayin Huang; Meiling Tan; Donghui Wu; Guozhi Luo,2024,GeroScience,"Journal Article; Research Support, Non-U.S. Gov't",eng,Humans; Aged; Amygdala / diagnostic imaging; Aging / psychology; Cognitive Dysfunction,Aging; Cognitive decline; Fronto-amygdala network; Risky decision-making; fMRI,,,
39044507,10.14283/jpad.2023.121,https://pubmed.ncbi.nlm.nih.gov/39044507/,Longitudinal Evolution of Financial Capacity and Cerebral Tau and Amyloid Burden in Older Adults with Normal Cognition or Mild Cognitive Impairment.,"BACKGROUND: Declining ability to independently perform instrumental activities of daily living (IADL) is a hallmark of early-stage Alzheimer's disease (AD). Financial capacity, an aspect of IADL, includes financial skills such as balancing a checkbook and making change and is potentially sensitive to early decline in cognitive abilities, raising the question of how financial capacity is affected by buildup of cerebral tau and amyloid-hallmarks of AD pathology.
OBJECTIVES: This study aimed to examine the relationship between cerebral tau, amyloid, and their interaction with change in financial capacity over time.
DESIGN: Participants were selected from the Alzheimer's Disease Neuroimaging Initiative (ADNI) to have at least one yearly follow-up Financial Capacity Instrument-Short Form (FCI-SF) exam and a flortaucipir (tau) PET scan within 6 months of baseline (and in a subset, a florbetapir (amyloid) PET scan within a year of baseline).
SETTING: Multi-center international cohort study.
PARTICIPANTS: Sample size was 507-322 cognitively normal (CN) and 185 with amnestic mild cognitive impairment (MCI). Sixty-two percent (N=316) had amyloid data.
MEASUREMENTS: Linear mixed-effects models predicted FCI-SF total score from baseline tau, age, gender, premorbid intelligence, executive function, memory, and the interaction of each with time. Regions of interest included inferior temporal, entorhinal cortex, precuneus, posterior cingulate, supramarginal, and dorsolateral prefrontal (DLPF). Additional models examined amyloid and its interaction with tau. Results were adjusted for multiple comparisons.
RESULTS: Among the whole sample and in CN participants alone, higher baseline tau in all regions, most prominently in the inferior temporal, entorhinal cortex, and supramarginal regions, was significantly associated with worse performance on the FCI-SF over time. Among MCI participants alone, this relationship was significant in the entorhinal cortex (unstandardized b = 0.27, t = 3.71, adjusted p = 0.001), inferior temporal (b = 0.27, t = 3.96, p < 0.001), precuneus (b = 0.27, t = 3.04, p = 0.01), and supramarginal (b = 0.27, t = 2.74, p = 0.02) regions. Amyloid alone was significantly associated with worse FCI-SF performance in only the whole sample (b = 0.15, t = 2.37, p = 0.04), and a three-way interaction between tau, amyloid, and time was only present for entorhinal cortex tau in CN individuals (b = -1.61, t = -2.61, p = 0.03).
CONCLUSIONS: Early tau accumulation is linked to worsening financial capacity over time in CN older adults and MCI. Declining financial capacity may signal pathological buildup and serve as an early warning sign for AD, and future research should continue to investigate the longitudinal relationship between tau, financial capacity, and other IADL.",K J Mimmack; E H Sprague; R E Amariglio; P Vannini; G A Marshall,2024,The journal of prevention of Alzheimer's disease,"Journal Article; Multicenter Study; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, Non-P.H.S.; Research Support, N.I.H., Extramural",eng,"Humans; Cognitive Dysfunction / metabolism; Female; Aged; Male; tau Proteins / metabolism; Positron-Emission Tomography; Longitudinal Studies; Activities of Daily Living; Cognition / physiology; Aged, 80 and over; Brain / metabolism, diagnostic imaging; Aniline Compounds; Carbolines; Amyloid beta-Peptides / metabolism; Ethylene Glycols; Alzheimer Disease / metabolism, diagnostic imaging",Alzheimer’s disease; amyloid; cognitively normal; financial capacity; instrumental activities of daily living; mild cognitive impairment; tau,,,
38461505,10.3233/JAD-231089,https://pubmed.ncbi.nlm.nih.gov/38461505/,Association Between Small Vessel Disease and Financial Capacity: A Study Based on Cognitively Normal Older Adults.,"BACKGROUND: Financial capacity is vital for the elderly, who possess a substantial share of global wealth but are vulnerable to financial fraud.
OBJECTIVE: We explored the link between small vessel disease (SVD) and financial capacity in cognitively unimpaired (CU) older adults via both cross-sectional and longitudinal analyses.
METHODS: 414 CU participants underwent MRI and completed the Financial Capacity Instrument-Short Form (FCI-SF). Subsequent longitudinal FCI-SF data were obtained from 104, 240, and 141 participants at one, two, and four years, respectively. SVD imaging markers, encompassing white matter hyperintensities (WMH), cerebral microbleeds (CMB), and lacune were evaluated. We used linear regression analyses to cross-sectionally explore the association between FCI-SF and SVD severity, and linear mixed models to assess how baseline SVD severity impacted longitudinal FCI-SF change. The false discovery rate method was used to adjust multiple comparisons.
RESULTS: Cross-sectional analysis revealed a significant association between baseline WMH and Bank Statement (BANK, β=-0.194), as well as between lacune number and Financial Conceptual Knowledge (FC, β= -0.171). These associations were stronger in APOE ɛ4 carriers, with β= -0.282 for WMH and BANK, and β= -0.366 for lacune number and FC. Longitudinally, higher baseline SVD total score was associated with severe FCI-SF total score decrease (β= -0.335). Additionally, baseline WMH burden predicted future decreases in Single Checkbook/Register Task (SNG, β= -0.137) and FC (β= -0.052). Notably, the association between baseline WMH and SNG changes was amplified in APOE ɛ4 carriers (β= -0.187).
CONCLUSIONS: Severe SVD was associated with worse FCI-SF and could predict the decline of financial capacity in CU older adults.",Xiao Luo; Hui Hong; Kaicheng Li; Qingze Zeng; Xiaocao Liu; Luwei Hong; Jixuan Li; Xinyi Zhang; Siyan Zhong; Xiaopei Xu; Yanxing Chen; Minming Zhang; Peiyu Huang; Alzheimer’s Disease Neuroimaging Initiative,2024,Journal of Alzheimer's disease : JAD,"Journal Article; Research Support, Non-U.S. Gov't",eng,"Humans; Aged; Cross-Sectional Studies; Magnetic Resonance Imaging; Vascular Diseases / complications; Cerebral Small Vessel Diseases / diagnostic imaging, genetics, complications; Apolipoproteins E; White Matter",Alzheimer’s disease; cerebral microbleed; cognitive decline; financial capacity; longitudinal study; positron emission tomography; small vessel disease; white matter hyperintensities,,,
38250778,10.3233/JAD-231194,https://pubmed.ncbi.nlm.nih.gov/38250778/,The Assessment of Situational Judgement Questionnaire: A Novel Instrument to Detect Susceptibility to Financial Scamming.,"BACKGROUND: Existing measures of scam susceptibility lack ecological validity and situational variability. Evidence suggests that all adults may be susceptible to scams, though a comprehensive fraud victimization theory remains to be explored.
OBJECTIVE: To identify cognitive and sociodemographic variables that differentiate individuals with high scam susceptibility from those less susceptible. This article describes the development and feasibility of the Assessment of Situational Judgment questionnaire (ASJ), a brief tool designed to detect scam susceptibility.
METHODS: The 17-item ASJ was developed using a combination of existing scams reported by the Florida Division of Consumer Services and legitimate scenarios. Participants were presented with scam and legitimate scenarios and queried regarding their willingness to engage. Response options were offered with instructions on a 7-point Likert scale (extremely unlikely to extremely likely). Pilot data from a development sample provided the foundation for the final version of the ASJ.
RESULTS: The final version of the ASJ was administered to 183 online participants. The Scam factor (8 items) explained 50.6% of the variance. The Legit factor (9 items) reported on a 7-point Likert scale explaining 10.6% of the variance. A Scam to Legit ratio provides a proxy for overall scam susceptibility. Cut-off scores of 24 on the Scam factor, 47 on the Legit factor, and 0.62 on the ratio optimize measures of scam susceptibility.
CONCLUSIONS: The ASJ is a brief, ecologically valid measure of scam susceptibility. There is a need for a sensitive and specific tool to detect scam susceptibility in clinical, community, and financial settings.",Sarah J Getz; Bonnie E Levin; James E Galvin,2024,Journal of Alzheimer's disease : JAD,"Journal Article; Research Support, Non-U.S. Gov't; Research Support, N.I.H., Extramural",eng,Humans; Judgment; Fraud; Surveys and Questionnaires; Disease Susceptibility; Crime Victims / psychology,Alzheimer’s disease; deception; decision making; scam susceptibility; vulnerable populations,,,
38227732,10.1097/PRA.0000000000000762,https://pubmed.ncbi.nlm.nih.gov/38227732/,Scam Susceptibility: Thoughts on How to Initially Approach and Manage Patients in a Geriatric Psychiatry Setting.,"Recent studies have demonstrated that older adults are more vulnerable to scams because of social isolation, economic affluence, mental disorders, struggles with technology, and cognitive impairments. In this report, we present the case of a 73-year-old man who fell victim to multiple scams over 8 years, leading to a loss of more than $100,000. We also discuss approaches to managing such patients in the outpatient setting. Susceptibility to scams is considered an increasing threat to the well-being of aging societies. The complexity of the problem and the scarcity of available studies make the management of such cases challenging for clinicians.",Weijiao Huang; Anne Carlew; Collin Vas; Izabella De Abreu,2024,Journal of psychiatric practice,Case Reports; Journal Article,eng,Male; Humans; Aged; Geriatric Psychiatry; Aging,,,,
38018442,10.1111/pcn.13616,https://pubmed.ncbi.nlm.nih.gov/38018442/,"Correction to ""Liberating older adults from the bonds of vascular risk factors: What is their impact on financial capacity in amnestic mild cognitive impairment?"".",,,2024,Psychiatry and clinical neurosciences,Published Erratum,eng,,,,,
38187581,10.1101/2023.12.21.572806,https://pubmed.ncbi.nlm.nih.gov/38187581/,Substantial decline of phasic dopamine signaling in senescent male rats does not impact dopamine-dependent Pavlovian conditioning.,"Normal aging is associated with cognitive decline which impacts financial decision making. One of the underlying features of decision making is probability estimation, in which nucleus accumbens dopamine signaling has been implicated. Here we used fast-scan cyclic voltammetry to probe for age differences in dopamine signaling, and pharmacological manipulation to test for age differences in the dopamine dependence of Pavlovian conditioning. We found differences in phasic dopamine signaling to reward delivery, and unconditioned and conditioned stimuli, but no difference in conditioned approach between adult and senescent groups. In addition, we found that dopamine receptor antagonism with flupenthixol (225 μg/kg, i.p.) partially inhibited conditioned approach in the adult group, whereas it completely blocked conditioned approach in the senescent group. Further increase in concentration to 300 μg/kg, i.p. resulted in complete inhibition of conditioned approach behavior in both age groups. Therefore, while phasic dopamine signaling in the nucleus accumbens of senescent animals is greatly diminished in concentration, these animals maintain dopamine dependent Pavlovian conditioning.",Stefan G Sandberg; Christina A Sanford; Paul E M Phillips,2023,bioRxiv : the preprint server for biology,Preprint; Journal Article,eng,,,,,
37541932,10.1016/j.jagp.2023.07.008,https://pubmed.ncbi.nlm.nih.gov/37541932/,The Relationship of MRI-Derived Alzheimer's and Cerebrovascular-Related Signatures With Level of and Change in Health and Financial Literacy.,"OBJECTIVE: The cortical thickness ""signature"" of Alzheimer's disease (AD-CT) and white matter hyperintensity (WMH) burden have each been associated with cognitive aging and incident AD and related dementias. Less is known about how these structural neuroimaging markers associate with other critical behaviors. We investigated associations of AD-CT and WMH volumes with a composite index of health and financial literacy given that the ability to access, understand, and utilize health and financial information significantly influences older adults' health outcomes.
DESIGN, SETTING, PARTICIPANTS: Participants were 303 adults without dementia (age∼80 years; 74% women) from the Rush Memory and Aging Project.
MEASUREMENTS: Baseline 3T MRI T1-weighted structural and T2-weighted FLAIR data were used to assess AD-CT and WMH volumes, respectively. Literacy was measured using questions designed to assess comprehension of health and financial information and concepts, yielding a total literacy score. Multivariable linear mixed effects regression models determined the relationship of each neuroimaging marker, first separately and then combined, with the level of and change in literacy.
RESULTS: Reduced AD-CT and higher WMH at baseline were each associated with lower levels of literacy; only AD-CT was associated with the rate of decline in literacy over time. The association of AD-CT with change in literacy persisted when both neuroimaging markers were included in the same model.
CONCLUSIONS: The cortical thickness signature of AD predicts changes in health and financial literacy in nondemented older adults suggesting that the multidimensional construct of health and financial literacy relies on specific brain networks implicated in AD.",Melissa Lamar; Konstantinos Arfanakis; Lei Yu; Alifiya Kapasi; S Duke Han; Debra A Fleischman; David A Bennett; Patricia Boyle,2023,The American journal of geriatric psychiatry : official journal of the American Association for Geriatric Psychiatry,"Journal Article; Research Support, N.I.H., Extramural",eng,Humans; Female; Aged; Male; Alzheimer Disease / diagnostic imaging; Brain / diagnostic imaging; Magnetic Resonance Imaging; Health Literacy; Aging,AD signature; Alzheimer's disease; aging; cerebrovascular disease; cortical thickness; financial literacy; health literacy; white matter hyperintensity,,,
37162322,10.1080/01634372.2023.2212715,https://pubmed.ncbi.nlm.nih.gov/37162322/,Safety Concerns for Persons with Dementia in Senior Housing: A Qualitative Study with Korean American Caregivers in Los Angeles.,"Subsidized senior housing helps many socioeconomically disadvantaged older adults pursue independent living and aging in place. However, cognitive impairment or dementia poses a critical challenge to many residents' ability to live independently and safely. Focusing on Korean American dementia caregivers, a group known to be vulnerable to caregiving burden but understudied, we explored the safety of persons with dementia in senior housing from the perspectives of caregivers. Qualitative data from nine caregivers whose care recipients were current or former residents of subsidized senior housing in Los Angeles were analyzed by the constant comparative method. Major concerns emerged were: (1) fire risks, (2) wandering, (3) physical injury (e.g., self-harm, falls), and (4) potential neglect. Caregivers also mentioned errors in the self-administration of medications, potential financial exploitation, and interpersonal conflicts. These concerns provide implications for services and programs for the safety of persons with dementia who live in senior housing.",Yuri Jang; Juyoung Park; Nan Sook Park; Soondool Chung; Miyong T Kim,2023,Journal of gerontological social work,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",eng,"Aged; Humans; Asian / psychology, statistics & numerical data; Caregivers / psychology, statistics & numerical data; Dementia / epidemiology, psychology, therapy; Homes for the Aged / economics, standards, statistics & numerical data; Los Angeles / epidemiology; Cognition Disorders / epidemiology, psychology, therapy",Korean Americans; Safety; caregivers; dementia; qualitative method; senior housing,,,
37872612,10.1186/s12913-023-10059-9,https://pubmed.ncbi.nlm.nih.gov/37872612/,Behavioural economic interventions to reduce health care appointment non-attendance: a systematic review and meta-analysis.,"BACKGROUND: Appointment non-attendance - often referred to as ""missed appointments"", ""patient no-show"", or ""did not attend (DNA)"" - causes volatility in health systems around the world. Of the different approaches that can be adopted to reduce patient non-attendance, behavioural economics-oriented mechanisms (i.e., psychological, cognitive, emotional, and social factors that may impact individual decisions) are reasoned to be better suited in such contexts - where the need is to persuade, nudge, and/ or incentivize patients to honour their scheduled appointment. The aim of this systematic literature review is to identify and summarize the published evidence on the use and effectiveness of behavioural economic interventions to reduce no-shows for health care appointments.
METHODS: We systematically searched four databases (PubMed/Medline, Embase, Scopus, and Web of Science) for published and grey literature on behavioural economic strategies to reduce no-shows for health care appointments. Eligible studies met four criteria for inclusion; they were (1) available in English, Spanish, or French, (2) assessed behavioural economics interventions, (3) objectively measured a behavioural outcome (as opposed to attitudes or preferences), and (4) used a randomized and controlled or quasi-experimental study design.
RESULTS: Our initial search of the five databases identified 1,225 articles. After screening studies for inclusion criteria and assessing risk of bias, 61 studies were included in our final analysis. Data was extracted using a predefined 19-item extraction matrix. All studies assessed ambulatory or outpatient care services, although a variety of hospital departments or appointment types. The most common behaviour change intervention assessed was the use of reminders (n = 56). Results were mixed regarding the most effective methods of delivering reminders. There is significant evidence supporting the effectiveness of reminders (either by SMS, telephone, or mail) across various settings. However, there is a lack of evidence regarding alternative interventions and efforts to address other heuristics, leaving a majority of behavioural economic approaches unused and unassessed.
CONCLUSION: The studies in our review reflect a lack of diversity in intervention approaches but point to the effectiveness of reminder systems in reducing no-show rates across a variety of medical departments. We recommend future studies to test alternative behavioural economic interventions that have not been used, tested, and/or published before.",Kalin Werner; Sara Abdulrahman Alsuhaibani; Reem F Alsukait; Reem Alshehri; Christopher H Herbst; Mohammed Alhajji; Tracy Kuo Lin,2023,BMC health services research,Meta-Analysis; Systematic Review; Journal Article,eng,"Humans; Economics, Behavioral; Telephone; Patient Compliance; Behavior Therapy; Health Facilities; Randomized Controlled Trials as Topic",Attendance rates; Behavioural economics; No-show rates; Reminders; Systematic reviews,,,
36856705,10.1093/geronb/gbad037,https://pubmed.ncbi.nlm.nih.gov/36856705/,Change in Decision-Making Analysis and Preferences in Old Age.,"OBJECTIVES: To test the hypotheses that decision making ability declines in old age and that a higher level of cognitive reserve is associated with a reduced rate of decline.
METHODS: As part of an ongoing cohort study, 982 older adults without dementia at study enrollment completed measures of purpose in life and cognitive activity which were used as markers of cognitive reserve. At annual intervals thereafter, they completed 6 tests of decision making.
RESULTS: In a factor analysis of baseline decision making scores, 3 measures (financial/health literacy, financial/health decision making, scam susceptibility) loaded on an ""analytic"" factor and 3 (temporal discounting small stakes, temporal discounting large stakes, risk aversion) loaded on a ""preferences"" (for temporal discounting and avoiding risk) factor. During a mean of 4.7 years of follow-up (standard deviation = 2.9), analytic factor scores decreased (mean = 0.042-unit per year, standard error [SE] = 0.006, p < .001) and preferences factor scores increased (mean = 0.021-unit per year, SE = 0.006, p < .001), with a correlation of 0.13 (p < .001) between rates of change. Evidence of an association between cognitive reserve and decision making was mixed with purpose in life related to change in analytic decision making, whereas past (but not current) cognitive activity was related to change in decision making preferences.
DISCUSSION: Decision making analysis and preferences change over time in late life. Change over time in decision making components is relatively independent and differentially related to age and cognitive reserve.",Robert S Wilson; Lei Yu; Christopher C Stewart; David A Bennett; Patricia A Boyle,2023,"The journals of gerontology. Series B, Psychological sciences and social sciences","Journal Article; Research Support, N.I.H., Extramural; Research Support, U.S. Gov't, Non-P.H.S.",eng,Humans; Aged; Decision Making; Aging / psychology; Cohort Studies; Longitudinal Studies; Delay Discounting,Cognitive activity; Longitudinal study; Purpose in life; Risk aversion; Time horizons,,,
37738048,10.1001/jamanetworkopen.2023.35319,https://pubmed.ncbi.nlm.nih.gov/37738048/,Vulnerability of Older Adults to Government Impersonation Scams.,"IMPORTANCE: Financial fraud and scams targeting older adults are on the rise and pose serious public health and economic threats. Research on the vulnerability of older adults to fraud and scams relies almost exclusively on self-reported data, which have several intrinsic limitations. Thus, how older adults truly respond to fraud attempts remains unclear.
OBJECTIVE: To explore the vulnerability of older adults to a US government impersonation scam.
DESIGN, SETTING, AND PARTICIPANTS: This cross-sectional study, conducted from October to December 2021 among communities in the greater Chicago metropolitan area, was framed as a fictitious government agency reaching out to older adults about a potential compromise of personal information relevant to their Social Security and Medicare benefits. Participants were older adults participating in the Rush Memory and Aging Project, an ongoing cohort study of chronic conditions of aging. Data analysis was performed from February to August 2023.
EXPOSURES: Participants were exposed to deceptive materials through mailers, emails, and phone calls by a live agent.
MAIN OUTCOMES AND MEASURES: Based on the phone call data, participants were classified into 3 groups: no engagement (participants who did not answer the phone or call in), engagement (those who answered or called in but were skeptical about the legitimacy of the outreach and did not give away personal information), and conversion (participants who answered or called in without skepticism, or confirmed that they did not change their personal information, or provided the last 4 digits of their Social Security number).
RESULTS: A total of 644 older adults (501 [77.8%] female, 143 [22.2%] male), with a mean (SD) age of 85.6 (7.5) years, were included. A total of 441 (68.5%) participants did not engage, 97 (15.1%) engaged but raised skepticism, and 106 (16.4%) converted. Older adults who engaged but with skepticism had the highest cognition and financial literacy, while those in the conversion group had the lowest scam awareness. No differences were observed in psychological and other behavioral measures by the levels of engagement.
CONCLUSIONS AND RELEVANCE: In this cross-sectional study using a behavioral experiment that mimicked a real-world imposter scam, a sizable number of older adults engaged without skepticism. Results suggest that many older adults, including those without cognitive impairment, are vulnerable to fraud and scams.",Lei Yu; Gary Mottola; Christine N Kieffer; Robert Mascio; Olivia Valdes; David A Bennett; Patricia A Boyle,2023,JAMA network open,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",eng,"United States; Humans; Aged; Female; Male; Aged, 80 and over; Cohort Studies; Cross-Sectional Studies; Medicare; Government; Government Agencies",,,,
37952111,10.1080/08946566.2023.2281672,https://pubmed.ncbi.nlm.nih.gov/37952111/,Novel methods for assessment of vulnerability to financial exploitation (FE).,"Financial exploitation (FE) is a complex problem influenced by many factors. This article introduces two novel methods for assessment of FE vulnerability: (1) performance-based measures of financial skills using web-based simulations of common financial tasks; (2) scam vulnerability measures based on credibility ratings of common scam scenarios. Older adults who were male, younger, Hispanic, more educated, with higher incomes performed better on the simulated financial tasks. Better performance was also related to higher cognitive function and numeracy, and more experience with technology. On the scenario-based measures, older adults who were male, younger, African American, less educated, and lower income showed higher FE vulnerability. Higher scam vulnerability was also related to poorer performance on the simulated financial tasks, lower cognitive function, less experience with technology, more financial conflict/anxiety, more impulsivity, and more stranger-initiated FE. Findings indicate that these novel measures show promise as valid indicators of vulnerability to FE.",Scott R Beach; Sara J Czaja; Richard Schulz,2023,Journal of elder abuse & neglect,"Journal Article; Research Support, N.I.H., Extramural",eng,Aged; Humans; Male; Female; Elder Abuse / psychology; Anxiety; Anxiety Disorders,Assessment; Elder mistreatment; financial exploitation; risk factor models,,,
36803026,10.1177/07334648231157368,https://pubmed.ncbi.nlm.nih.gov/36803026/,Psychological Well-being Relates to Healthcare and Financial Decision Making in a Study of Predominantly White Older Adults.,"The purpose of this study was to test the hypotheses that psychological well-being is associated with healthcare and financial decision making in older adults and that this association varies by the level of cognitive function. Participants were 1082 older adults (97% non-Latino White; 76% women; mean age = 81.04 years; SD = 7.53) without dementia (median MMSE score = 29.00, IQR = 27.86-30.00). In a regression model adjusted for age, gender, and years of education, higher levels of psychological well-being were associated with better decision making (estimate = 0.39, standard error [SE] = 0.11, p < .001), as was better cognitive function (estimate = 2.37, SE = 0.14, p < .0001). In an additional model, an interaction of psychological well-being and cognitive function was significant (estimate = -0.68, SE = 0.20, p < .001), such that higher levels of psychological well-being were most beneficial for decision making among participants with lower levels of cognitive function. Higher levels of psychological well-being may help sustain decision making among older persons, particularly those with lower levels of cognitive function.",Crystal M Glover; Christopher C Stewart; Lei Yu; Robert S Wilson; Melissa Lamar; David A Bennett; Patricia A Boyle,2023,Journal of applied gerontology : the official journal of the Southern Gerontological Society,"Journal Article; Research Support, N.I.H., Extramural",eng,"Humans; Female; Aged; Aged, 80 and over; Male; Aging / psychology; Decision Making; Psychological Well-Being; Cognition; Delivery of Health Care; White People",cognitive aging; decision making; older adults; psychological well-being,,,
36644855,10.1093/arclin/acac112,https://pubmed.ncbi.nlm.nih.gov/36644855/,Item Response Analysis of the Financial Capacity Instrument-Short Form.,"OBJECTIVE: The Financial Capacity Instrument-Short Form (FCI-SF) is a performance-based measure of everyday financial skills that takes 15 min to administer. Although the FCI-SF has demonstrated excellent psychometric properties, advanced psychometric methods such as item response theory (IRT) can provide important information on the performance of individual test items in measuring financial capacity and in distinguishing between healthy and cognitively impaired individuals.
METHOD: Participants were 272 older adults diagnosed with mild cognitive impairment (MCI) and 1,344 cognitively healthy controls recruited from the Mayo Clinic Study of Aging at the Mayo Clinic in Rochester, Minnesota and also from the Cognitive Observations in Seniors study at the University of Alabama at Birmingham. Participants in each study were administered the FCI-SF, which evaluates coin/currency calculation, financial conceptual knowledge, use of a checkbook/register, and use of a bank statement.
RESULTS: A unidimensional two-parameter logistic model best fit the 37 FCI-SF Test items, and most FCI-SF items fit the unidimensional two-parameter model well. The results indicated that all FCI-SF items robustly distinguished cognitively healthy controls from persons with MCI.
CONCLUSIONS: The study results showed that the FCI-SF performed well under IRT analysis, further highlighted the psychometric properties of the FCI-SF as a valid and reliable measure of financial capacity, and demonstrated the clinical utility of the FCI-SF in distinguishing between cognitively normal and cognitively impaired individuals.",Adam Gerstenecker; Richard Kennedy; Yue Zhang; Roy C Martin; R Scott Mackin; Michael W Weiner; Taylor Howell; Ronald C Petersen; Erik D Roberson; Daniel C Marson,2023,Archives of clinical neuropsychology : the official journal of the National Academy of Neuropsychologists,Journal Article,eng,"Humans; Aged; Neuropsychological Tests; Cognitive Dysfunction / diagnosis, psychology; Aging / psychology; Psychometrics",Cognitive decline; Financial capacity; Financial capacity instrument-short form; Item response theory,,,
37425966,10.1055/s-0043-1770796,https://pubmed.ncbi.nlm.nih.gov/37425966/,"In the Hands of Hypnos: Associations between Sleep, Cognitive Performance and Financial Capacity in aMCI and Mild AD.","Objective The aim of this monocentric observational study is to assess whether sleep disorders can predict financial capacity in single-and multiple-domain aMCI (amnestic Mild Cognitive Impairment), mild Alzheimer's Disease (AD), and healthy controls. Methods Older participants from Northern Greece were examined with several neuropsychological tests, including Mini-Mental State Examination (MMSE), Geriatric Depression Scale (GDS-15), and the Legal Capacity for Property Law Transactions Assessment Scale (LCPLTAS). Sleep duration and quality were based on caregiver/family members' reports in the Sleep Disorders Inventory (SDI). Results These preliminary findings coming from 147 participants indicate for the first time that apart from MMSE, complex cognitive functions, such as financial capacity may be also directly linked to the frequency of sleep-disturbed behaviours as indicated by SDI frequency questions, both in aMCI and mild AD. Discussion An urgency for further investigation of the neglected sleep factor should be added in financial capacity assessment protocols.",Vaitsa Giannouli; Magda Tsolaki,2023,"Sleep science (Sao Paulo, Brazil)",Journal Article,eng,,Cognition; Financial capacity; Sleep; aMCI; mild AD,,,
34727785,10.1177/13634593211049891,https://pubmed.ncbi.nlm.nih.gov/34727785/,The mouth and oral health in the field of dementia.,"An ageing population, an estimated 47 million people currently living with dementia, and predictions of a threefold increase in people living with a diagnosis by 2050 have led the WHO to declare dementia a public health priority. Emerging research also suggests that dementia is linked to poor oral health and that oral health declines alongside cognitive decline. Drawing on Bourdieu's concepts of field and capital, this paper presents an analysis of interview data from participants with dementia, carers and carer/diagnosed dyads participating in a qualitative study of the mouth and oral health. We argue that Bourdieu's conceptual toolkit provides a way of contextualising experiences of oral health within dementia and un-picking the multi-layered impact of structure, institutions, biology, resource mobilisation and self in the context of a progressive disease which ultimately challenges knowledge of the self and the ability to interact with the world around us.",Sasha Scambler; Sarah Curtis; Jill Manthorpe; Kritika Samsi; Yvonne M Rooney; Jennifer E Gallagher,2023,"Health (London, England : 1997)",Journal Article,eng,Humans; Oral Health; Caregivers / psychology; Qualitative Research; Dementia / psychology; Mouth,chronic illness and disability; organisation of health services; theory,,,
